"Category","Business Impact","Recommendation","Subscription ID","Subscription Name","Resource Group","Resource Name","Type","Updated Date","Potential benefits","Potential Annual Cost Savings","Potential Cost Savings Currency"
"Security","Medium","Virtual machines and virtual machine scale sets should have encryption at host enabled","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd2.dmz.azure.forem.be","Virtual machine","2025-06-30T05:23:44.8318084Z","Prevent potential security breaches","",""
"Security","High","Machines should be configured to periodically check for missing system updates","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd1.dmz.azure.forem.be","Virtual machine","2025-06-29T23:50:25.3324754Z","Prevent potential security breaches","",""
"Security","High","EDR solution should be installed on Virtual Machines","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd2.dmz.azure.forem.be","Virtual machine","2025-06-30T05:17:33.9557663Z","Prevent potential security breaches","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd2.dmz.azure.forem.be_ceph_network","Network interface","2025-06-30T05:04:04.8224664Z","Secure and explicit outbound access for new subnets.","",""
"Security","Low","Non-internet-facing virtual machines should be protected with network security groups","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd2.dmz.azure.forem.be","Virtual machine","2025-06-30T06:55:48.8360400Z","Prevent potential security breaches","",""
"Security","Low","Machines should have vulnerability findings resolved","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd1.dmz.azure.forem.be","Virtual machine","2025-06-30T01:48:45.1499310Z","Prevent potential security breaches","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd2.dmz.azure.forem.be","Virtual machine","2025-06-29T22:58:43.4135494Z","Enhanced resilience to platform faults and updates.","",""
"Security","Medium","Virtual machines and virtual machine scale sets should have encryption at host enabled","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd1.dmz.azure.forem.be","Virtual machine","2025-06-30T05:23:44.8318084Z","Prevent potential security breaches","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd1.dmz.azure.forem.be_ceph_network","Network interface","2025-06-30T05:04:04.8174670Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","High","Migrate workload to D-series or better virtual machine","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","centos-rg","lxpsmtp12","Virtual machine","2025-06-29T22:56:40.6419929Z","Full CPU performance for heavy workload in production","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd2.dmz.azure.forem.be","Virtual machine","2025-06-30T05:14:40.6154880Z","Guaranteed compute capacity in constrained region or zone.","",""
"Security","Medium","Guest Configuration extension should be installed on machines","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd1.dmz.azure.forem.be","Virtual machine","2025-06-30T05:19:48.5362213Z","Prevent potential security breaches","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpoda","vwpoda-nic0","Network interface","2025-06-30T05:00:23.4179363Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpoda","vwpoda","Virtual machine","2025-06-30T05:18:02.5593091Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","High","Use Azure Disks with Zone Redundant Storage (ZRS) for higher resiliency and availability","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","centos-rg","lxpsmtp12-osdisk","Disk","2025-06-30T10:02:33.4218620Z","By designing your applications to use ZRS Disks, your data is replicated across 3 Availability Zones, making your disk resilient to a zonal outage","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpoda","vwpoda","Virtual machine","2025-06-29T22:56:37.7937393Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","9c9cb071-ac7c-45be-8105-4f4eb5f8e672","CspAcc01 (9c9cb071-ac7c-45be-8105-4f4eb5f8e672)","rgacepegra","lxacepegra01","Virtual machine","2025-06-30T05:18:01.0580231Z","Guaranteed compute capacity in constrained region or zone.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","9c9cb071-ac7c-45be-8105-4f4eb5f8e672","CspAcc01 (9c9cb071-ac7c-45be-8105-4f4eb5f8e672)","rgacepegra","lxacepegra01","Virtual machine","2025-06-30T05:02:12.6189747Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","9c9cb071-ac7c-45be-8105-4f4eb5f8e672","CspAcc01 (9c9cb071-ac7c-45be-8105-4f4eb5f8e672)","rgacepegra","lxacepegra01","Virtual machine","2025-06-29T22:57:50.5717618Z","Enhanced resilience to platform faults and updates.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","9c9cb071-ac7c-45be-8105-4f4eb5f8e672","CspAcc01 (9c9cb071-ac7c-45be-8105-4f4eb5f8e672)","rgacepegra","lxacepegra01-nic","Network interface","2025-06-30T05:05:08.4205884Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Enable Soft Delete to protect your blob data","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","it_rgpwvdimages_lfmw10ms427100_a045710b-9f79-46ce-8f27-ec0f22d764c9","vtbd9e49jybybi3o3d9wmytk","Storage Account","2025-06-29T17:10:09.6655629Z","Save and recover your data when blobs or blob snapshots are accidentally overwritten or deleted","",""
"Reliability","Medium","Enable Soft Delete to protect your blob data","8d6d19d2-d4f8-4542-9421-d59f4257ccc5","DsiDev01 (8d6d19d2-d4f8-4542-9421-d59f4257ccc5)","rgddevportal","svddevportalstorage01","Storage Account","2025-06-29T16:54:49.3030141Z","Save and recover your data when blobs or blob snapshots are accidentally overwritten or deleted","",""
"Reliability","High","Set minimum instance count for App Service to 2","8d6d19d2-d4f8-4542-9421-d59f4257ccc5","DsiDev01 (8d6d19d2-d4f8-4542-9421-d59f4257ccc5)","rgddevportal","svdappserviceplan01","App service","2025-06-30T05:01:18.1369479Z","Improve app performance","",""
"Reliability","High","Enable zone redundancy for storage accounts to improve high availability and resiliency","8d6d19d2-d4f8-4542-9421-d59f4257ccc5","DsiDev01 (8d6d19d2-d4f8-4542-9421-d59f4257ccc5)","rgddevportal","svddevportalstorage01","Storage Account","2025-06-29T10:18:27.5588351Z","Achieve higher availability for the application.","",""
"Reliability","High","Enable zone redundancy for storage accounts to improve high availability and resiliency","8d6d19d2-d4f8-4542-9421-d59f4257ccc5","DsiDev01 (8d6d19d2-d4f8-4542-9421-d59f4257ccc5)","rgddevportal","svsdevportalstorage01","Storage Account","2025-06-29T10:18:27.5588351Z","Achieve higher availability for the application.","",""
"Security","High","SQL databases should have vulnerability findings resolved","8d6d19d2-d4f8-4542-9421-d59f4257ccc5","DsiDev01 (8d6d19d2-d4f8-4542-9421-d59f4257ccc5)","infra-db-rg","lfmsqldev","SQL server","2025-06-30T05:13:39.6904109Z","Prevent potential security breaches","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","9c9cb071-ac7c-45be-8105-4f4eb5f8e672","CspAcc01 (9c9cb071-ac7c-45be-8105-4f4eb5f8e672)","rgabimatch","vwabimatched02","Virtual machine","2025-06-29T22:57:50.5717618Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","8d6d19d2-d4f8-4542-9421-d59f4257ccc5","DsiDev01 (8d6d19d2-d4f8-4542-9421-d59f4257ccc5)","rgdmoodle","lxdsbxmdldb1","Virtual machine","2025-06-29T22:56:48.4096519Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","9c9cb071-ac7c-45be-8105-4f4eb5f8e672","CspAcc01 (9c9cb071-ac7c-45be-8105-4f4eb5f8e672)","rgabimatch","vwabimatchmd01","Virtual machine","2025-06-30T05:18:01.0530250Z","Guaranteed compute capacity in constrained region or zone.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","9c9cb071-ac7c-45be-8105-4f4eb5f8e672","CspAcc01 (9c9cb071-ac7c-45be-8105-4f4eb5f8e672)","rgabimatch","vwabimatched01-nic0","Network interface","2025-06-30T05:05:08.4205884Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","9c9cb071-ac7c-45be-8105-4f4eb5f8e672","CspAcc01 (9c9cb071-ac7c-45be-8105-4f4eb5f8e672)","rgabimatch","vwabimatched02-nic0","Network interface","2025-06-30T05:05:08.4155883Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","9c9cb071-ac7c-45be-8105-4f4eb5f8e672","CspAcc01 (9c9cb071-ac7c-45be-8105-4f4eb5f8e672)","rgabimatch","vwabimatched01","Virtual machine","2025-06-29T22:57:50.5717618Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","9c9cb071-ac7c-45be-8105-4f4eb5f8e672","CspAcc01 (9c9cb071-ac7c-45be-8105-4f4eb5f8e672)","rgabimatch","vwabimatched02","Virtual machine","2025-06-30T05:18:01.0530250Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","9c9cb071-ac7c-45be-8105-4f4eb5f8e672","CspAcc01 (9c9cb071-ac7c-45be-8105-4f4eb5f8e672)","rgabimatch","vwabimatched01","Virtual machine","2025-06-30T05:18:01.0580231Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","9c9cb071-ac7c-45be-8105-4f4eb5f8e672","CspAcc01 (9c9cb071-ac7c-45be-8105-4f4eb5f8e672)","rgabimatch","vwabimatchmd01","Virtual machine","2025-06-29T22:57:50.5717618Z","Enhanced resilience to platform faults and updates.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","9c9cb071-ac7c-45be-8105-4f4eb5f8e672","CspAcc01 (9c9cb071-ac7c-45be-8105-4f4eb5f8e672)","rgabimatch","vwabimatchmd01-nic0","Network interface","2025-06-30T05:05:08.4155883Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","High","Enable Health check for App Service","8d6d19d2-d4f8-4542-9421-d59f4257ccc5","DsiDev01 (8d6d19d2-d4f8-4542-9421-d59f4257ccc5)","rgdscepman","svdscepman","App service","2025-06-30T06:49:11.9799247Z","Enhanced reliability via automation","",""
"Reliability","High","Enable automatic repair policy on Azure Virtual Machine Scale Sets (VMSS)","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgpforemcmg","foremcmg","Virtual machine scale set","2025-06-30T06:14:44.4962925Z","Increase resiliency by automating repair of failed instances","",""
"Reliability","Medium","Enable Soft Delete to protect your blob data","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgpforemcmg","foremcmg","Storage Account","2025-06-29T17:10:09.6655629Z","Save and recover your data when blobs or blob snapshots are accidentally overwritten or deleted","",""
"Reliability","High","Ensure backend pools contain at least two instances","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgpforemcmg","foremcmg","Load balancer","2025-06-30T05:02:59.1541283Z","Enhanced reliability and scalability","",""
"Reliability","Medium","Use NAT gateway for outbound connectivity","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgpforemcmg","foremcmg","Virtual network","2025-06-30T05:23:24.9723119Z","Prevent outbound connection failures with NAT gateway","",""
"Reliability","High","Create an Azure Service Health alert","8d6d19d2-d4f8-4542-9421-d59f4257ccc5","DsiDev01 (8d6d19d2-d4f8-4542-9421-d59f4257ccc5)","No resource group","8d6d19d2-d4f8-4542-9421-d59f4257ccc5","Subscription","2025-06-30T06:39:43.3961025Z","Get alerts on service, security, and health issues","",""
"Reliability","High","Ensure Geo-replication is enabled for resilience","8d6d19d2-d4f8-4542-9421-d59f4257ccc5","DsiDev01 (8d6d19d2-d4f8-4542-9421-d59f4257ccc5)","No resource group","8d6d19d2-d4f8-4542-9421-d59f4257ccc5","Container registry","2025-06-30T05:07:42.4032842Z","Improved resilience and pull performance, simplified registry management and reduced data transfer costs","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpceph","lxpzceph2n1.dmz.azure.forem.be_cluster_network","Network interface","2025-06-30T05:04:04.8224664Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpceph","lxpzceph2n3.dmz.azure.forem.be","Virtual machine","2025-06-30T05:00:12.6154744Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Security","Medium","Guest Configuration extension should be installed on machines","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpceph","lxpzceph2n3.dmz.azure.forem.be","Virtual machine","2025-06-30T05:19:48.5362213Z","Prevent potential security breaches","",""
"Security","Medium","Virtual machines and virtual machine scale sets should have encryption at host enabled","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpceph","lxpzceph2n3.dmz.azure.forem.be","Virtual machine","2025-06-30T05:23:44.8318084Z","Prevent potential security breaches","",""
"Security","Low","Non-internet-facing virtual machines should be protected with network security groups","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpceph","lxpzceph2n1.dmz.azure.forem.be","Virtual machine","2025-06-30T06:55:48.8410397Z","Prevent potential security breaches","",""
"Security","Medium","Virtual machines and virtual machine scale sets should have encryption at host enabled","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpceph","lxpzceph2n1.dmz.azure.forem.be","Virtual machine","2025-06-30T05:23:44.8318084Z","Prevent potential security breaches","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpceph","lxpzceph2n3.dmz.azure.forem.be_cluster_network","Network interface","2025-06-30T05:04:04.8224664Z","Secure and explicit outbound access for new subnets.","",""
"Security","Low","Non-internet-facing virtual machines should be protected with network security groups","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpceph","lxpzceph2n3.dmz.azure.forem.be","Virtual machine","2025-06-30T06:55:48.8360400Z","Prevent potential security breaches","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpceph","lxpzceph2n2.dmz.azure.forem.be","Virtual machine","2025-06-30T05:00:12.6154744Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
